station_id,station_name,forecast_issued_utc,forecast_for_date,forecast_high_f,n_hours_in_forecast,forecast_issued_local
KNYC,New York Central Park,2026-04-25 08:53 UTC,2026-04-26,50,24,2026-04-25 04:53 EDT
KNYC,New York Central Park,2026-04-25 13:04 UTC,2026-04-26,50,24,2026-04-25 09:04 EDT
KNYC,New York Central Park,2026-04-25 14:41 UTC,2026-04-26,50,24,2026-04-25 10:41 EDT
KNYC,New York Central Park,2026-04-25 16:41 UTC,2026-04-26,50,24,2026-04-25 12:41 EDT
KNYC,New York Central Park,2026-04-25 18:53 UTC,2026-04-26,53,24,2026-04-25 14:53 EDT
KNYC,New York Central Park,2026-04-25 20:39 UTC,2026-04-26,53,24,2026-04-25 16:39 EDT
KNYC,New York Central Park,2026-04-25 22:37 UTC,2026-04-26,53,24,2026-04-25 18:37 EDT
KNYC,New York Central Park,2026-04-26 06:07 UTC,2026-04-27,61,24,2026-04-26 02:07 EDT
KNYC,New York Central Park,2026-04-26 09:01 UTC,2026-04-27,61,24,2026-04-26 05:01 EDT
KNYC,New York Central Park,2026-04-26 10:45 UTC,2026-04-27,61,24,2026-04-26 06:45 EDT
KNYC,New York Central Park,2026-04-26 13:05 UTC,2026-04-27,61,24,2026-04-26 09:05 EDT
KNYC,New York Central Park,2026-04-26 14:43 UTC,2026-04-27,61,24,2026-04-26 10:43 EDT
KNYC,New York Central Park,2026-04-26 16:43 UTC,2026-04-27,61,24,2026-04-26 12:43 EDT
KNYC,New York Central Park,2026-04-26 18:55 UTC,2026-04-27,62,24,2026-04-26 14:55 EDT
KNYC,New York Central Park,2026-04-26 20:39 UTC,2026-04-27,62,24,2026-04-26 16:39 EDT
KNYC,New York Central Park,2026-04-26 22:38 UTC,2026-04-27,62,24,2026-04-26 18:38 EDT
KNYC,New York Central Park,2026-04-27 06:29 UTC,2026-04-28,60,24,2026-04-27 02:29 EDT
